category,id
black,17976
blue,9260
black,32533
black,28512
green,37559
white,55818
Orange,38135
Red,27663
white,40990
white,58183
blue,2167
Grey,8212
Black,3655
Blue,46007
green,47672
white,1891
green,59639
black,3479
orange,46999
white,28655
black,37671
Yellow,12802
Maroon,41317
brown,25636
black,30797
white,26227
black,34068
Black,56914
black,4035
blue,47525
black,7935
white,5437
purple,39139
black,45151
navy,34863
multi-color,14323
brown,12116
Black,41251
blue,24267
Black,57528
Black,6450
green,24729
Red,31294
green,16039
Green,26712
black,14881
Black,8352
white,7843
white,44501
Black,50018
Red,22253
black,13112
Black,44448
Green,30139
Black,2195
black,58670
blue,39798
Black,22132
blue,34824
Red,31149
brown,8938
red,14564
White,5749
gray,48063
blue,50310
Black,45614
white,14956
White,33690
Black,42844
Black,57490
silver,37314
black,24736
Black,59085
black,15409
black,11905
black,18409
white,28634
white,13066
Red,21465
black,38759
black,23698
blue,11354
white,50164
black,48235
black,53484
Blue,46095
Black,17774
silver,23292
Black,5857
Red,19711
Green,47590
black,12862
black,45997
black,1833
blue,24886
red,10771
green,8812
blue,8419
black,6914
black,59454
orange,10570
Blue,46986
Red,25627
black,3045
Red,51321
blue,3047
black,30626
black,10102
green,4356
white,27538
White,39199
black,32447
Brown,36121
blue,58850
black,50476
silver,46468
Red,36315
black,17859
blue,31099
Red,52488
Black,23934
black,2606
black,48236
maroon,20956
Navy Blue,6619
Red,40772
white,38164
white,18536
Black,28912
white,16358
blue,28910
Green,45836
blue,16516
Red,6780
black,50321
multi,12376
blue,20351
Black,35652
orange,32643
Black,22128
black,58449
White,27507
black,24101
Green,11967
black,28888
green,46933
Black,22932
black,12493
blue,5945
Red,5273
Green,53863
silver,8132
Black,5868
black,37882
Black,33093
black,38436
Red,30309
Orange,15096
black,53076
pink,46777
black,19344
black,20267
black,26470
blue,24424
red,7716
black,47656
black,14613
blue,13733
Black,41246
black,14176
black,5299
black,8778
blue,30588
white,20171
white,12054
Teal,19056
white,35261
Black,48259
white,10461
black,26000
White,26477
Black,58486
black,46536
blue,9597
white,30748
red,7146
black,5303
Blue,36184
green,8862
black,55070
black,42874
white,4637
white,53838
Orange,30915
brown,49406
black,25420
White,32027
black,42893
white,19627
black,28603
white,2312
black,8402
black,42143
Black,46012
blue,52548
black,41411
Black,49573
Black,45412
black,2607
black,50663
black,14702
blue,43674
Red,4189
gray,22940
blue,10355
Red,22761
Red,31174
red,37065
black,45986
Black,19213
black,39002
black,4677
black,42908
navy,41851
Black,59421
Red,34323
black,4817
black,38465
red,53098
white,9954
blue,8810
black,7553
red,8799
Blue,4038
black,42868
Black,27728
gold,28177
black,8595
Brown,5469
black,3312
black,10226
blue,48170
black,42831
black,46316
blue,56908
blue,12799
white,57755
black,25228
black,6886
dark green,27605
Blue,7812
green,37761
black,6196
blue,55866
silver,54147
black,2045
black,33732
white,44998
black,8103
white,8386
black,23299
blue,24840
blue,46903
Red,46325
black,15037
white,47555
black,19903
blue,34357
Red,44284
blue,1557
maroon,19814
blue,31167
White,40060
Blue,59359
blue,15676
black,11853
white,22751
black,20974
red,5362
black,24194
Blue,58506
Grey,59674
Blue,10432
black,41036
white,3351
Green,25440
red,55387
black,54967
white,50714
black,10342
white,10716
Black,21059
blue,12044
blue,34479
Red,19745
white,6247
white,6939
Black,47026
Black,38610
Black,52586
black,45328
Black,22487
black,15814
white,5915
black,12918
Blue,4805
Brown,4943
black,44054
white,19158
Black,2090
white,45022
black,6244
white,56468
white,23579
blue,40773
Black,24327
white,34112
black,54009
black,24427
blue,3599
black,6133
Black,42074
red,43047
white,37519
black,46427
black,7178
Red,38480
white,6241
black,9198
beige,48757
Black,11772
black,14684
navy blue,37701
Black,43177
blue,15996
Red,4130
Black,9572
black,17226
white,22777
blue,26093
blue,4059
black,48226
White,48525
white,11572
Green,41750
Green,22044
green,8775
black,9122
Pink,9332
black,8411
blue,9450
Blue,9985
blue,31340
black,9351
white,9643
