car_id,year,complaint_id,image_id,audio_id
2767,2023,133344.0,26920.0,
2780,2015,107605.0,17152.0,
2785,2007,149833.0,29325.0,
2812,2008,66380.0,,635.0
2813,2023,133323.0,23899.0,
2844,2003,66660.0,18887.0,
2849,2002,151737.0,29655.0,
2868,2020,57690.0,28353.0,
2882,2001,149691.0,23201.0,
2891,2016,108091.0,23685.0,
2905,2014,149523.0,21071.0,
2960,2010,70625.0,18137.0,
2965,2020,133521.0,17263.0,
2969,2000,70641.0,27387.0,
2986,2008,119923.0,17734.0,
2991,2019,78179.0,20272.0,
3028,2001,73917.0,28628.0,
3037,2016,,337.0,897.0
3066,2022,63248.0,20558.0,
3069,2025,62946.0,18238.0,
3070,2003,79588.0,17332.0,
3071,2024,108903.0,22937.0,
3076,2011,35164.0,,1179.0
3096,2018,119816.0,17036.0,
3127,2020,151238.0,29793.0,
3128,2010,139851.0,20882.0,
3130,2022,120262.0,17486.0,
3142,2024,151581.0,29235.0,
3163,2006,57045.0,18194.0,
3187,2007,63352.0,22972.0,
3192,2025,108681.0,21769.0,
3193,2018,78807.0,17999.0,
3204,2010,144908.0,20020.0,
3235,2015,7851.0,16689.0,
3328,2024,8180.0,21247.0,
3333,2010,35676.0,20891.0,
3377,2025,7817.0,16835.0,
3378,2025,119845.0,24693.0,
3389,2010,106066.0,16704.0,
3418,2002,120391.0,26150.0,
3503,2007,62558.0,20674.0,
3506,2009,269.0,26053.0,
3509,2014,149396.0,18260.0,
3531,2016,77989.0,23319.0,
3537,2012,66554.0,23175.0,
3606,2009,105904.0,,660.0
3618,2013,155944.0,26431.0,
3630,2008,66955.0,20119.0,
3651,2008,79578.0,21372.0,
3669,2019,120034.0,25722.0,
3740,2001,155650.0,23958.0,
3758,2004,140307.0,24735.0,
3765,2025,105914.0,341.0,48.0
3824,2018,62642.0,24283.0,
3882,2006,133470.0,23276.0,
3885,2001,70822.0,29741.0,
3890,2011,155608.0,21774.0,
3933,2010,35263.0,22006.0,
3947,2002,140453.0,28727.0,
3980,2014,35892.0,22997.0,
4015,2019,149718.0,27090.0,
4018,2019,140117.0,22031.0,
4048,2001,63024.0,342.0,315.0
4106,2001,151413.0,25560.0,
4244,2003,79426.0,134.0,1326.0
4270,2003,120213.0,17183.0,
4295,2018,6409.0,23842.0,
4380,2023,151345.0,25773.0,
4387,2017,78592.0,,643.0
4388,2004,151258.0,17693.0,
4494,2016,133346.0,30026.0,
4509,2001,139872.0,17714.0,
4510,2013,139933.0,17833.0,
4523,2022,155928.0,18196.0,
4567,2002,58306.0,15673.0,
4604,2024,144519.0,17598.0,
4609,2015,140263.0,29019.0,
4698,2012,106483.0,29030.0,
4734,2021,78162.0,22620.0,
4739,2003,119863.0,17865.0,
4741,2000,66995.0,28566.0,
4743,2000,73609.0,19131.0,
4766,2024,120443.0,23421.0,
4783,2008,6346.0,17411.0,
4802,2016,79691.0,24910.0,
4811,2012,79607.0,25324.0,
4815,2020,156150.0,29298.0,
4826,2010,70421.0,16415.0,
4861,2005,57418.0,24220.0,
4903,2015,6465.0,18566.0,
4917,2019,155745.0,20668.0,
4921,2023,7963.0,18126.0,
4943,2009,63377.0,29084.0,
4970,2003,151725.0,21936.0,
4977,2006,80136.0,22400.0,
4983,2018,70658.0,23274.0,
4995,2025,78152.0,17062.0,
5059,2021,57452.0,27011.0,
5077,2007,73905.0,23012.0,
5086,2009,74032.0,27185.0,
5105,2024,7816.0,16532.0,
5150,2014,63651.0,29260.0,
5157,2003,106048.0,22653.0,
5164,2024,106170.0,20502.0,
5174,2022,63337.0,24174.0,
5177,2002,140322.0,26281.0,
5204,2012,35332.0,21011.0,
5255,2005,151084.0,,535.0
5313,2013,149887.0,23355.0,
5345,2005,35226.0,,1046.0
5356,2023,109055.0,26588.0,
5383,2022,73929.0,24911.0,
5443,2008,67139.0,4195.0,
5489,2017,120362.0,19463.0,
5528,2022,119981.0,23754.0,
5564,2001,78689.0,16463.0,
5565,2006,73580.0,17601.0,
5592,2018,78675.0,28084.0,
5600,2015,57246.0,18365.0,
5602,2004,151289.0,26029.0,
5616,2013,144575.0,17945.0,
5688,2004,8252.0,23338.0,
5691,2009,144347.0,107.0,301.0
5711,2006,593.0,25849.0,
5760,2000,108131.0,29247.0,
5773,2005,149675.0,26378.0,
5786,2021,139799.0,,206.0
5819,2000,119796.0,414.0,1008.0
5839,2019,107709.0,27783.0,
5844,2007,144892.0,25505.0,
5848,2003,108818.0,28433.0,
5918,2006,140146.0,20461.0,
5926,2003,35906.0,27415.0,
5936,2013,6325.0,22202.0,
5947,2017,8306.0,24043.0,
5955,2013,107814.0,24169.0,
5965,2009,6825.0,27818.0,
5976,2002,62604.0,26724.0,
5977,2019,151569.0,26671.0,
6007,2004,106361.0,22524.0,
6009,2020,73598.0,26839.0,
6036,2005,144447.0,27016.0,
6048,2017,66805.0,17297.0,
6161,2012,35825.0,27912.0,
6176,2014,66936.0,19840.0,
6184,2006,155972.0,29886.0,
6203,2018,63522.0,19375.0,
6204,2012,144417.0,17900.0,
6227,2009,107563.0,30032.0,
6230,2017,133153.0,18079.0,
6240,2009,133526.0,22041.0,
6242,2004,155763.0,18588.0,
6296,2014,140035.0,17957.0,
6320,2010,144902.0,25823.0,
6334,2016,108887.0,23024.0,
6340,2008,78065.0,19616.0,
6341,2000,66370.0,,612.0
6346,2025,6488.0,21581.0,
6387,2003,220.0,28313.0,
6403,2004,155635.0,18626.0,
6405,2020,156081.0,21881.0,
6419,2013,77906.0,20751.0,
6451,2023,73823.0,29798.0,
6453,2007,149361.0,21535.0,
6459,2022,134.0,24389.0,
6472,2012,8191.0,23314.0,
6481,2016,70599.0,18565.0,
6550,2012,106358.0,26058.0,
6566,2011,78429.0,22996.0,
6575,2024,35895.0,29794.0,
6583,2012,35685.0,17317.0,
6597,2011,143197.0,19440.0,
6643,2008,144883.0,29593.0,
6655,2013,155725.0,22504.0,
6686,2011,7849.0,19810.0,
6799,2020,119917.0,21931.0,
6816,2023,133275.0,27412.0,
6843,2023,151387.0,16655.0,
6847,2012,62756.0,19075.0,
6865,2005,149764.0,25025.0,
6876,2013,8432.0,29671.0,
6932,2018,66923.0,19476.0,
6959,2017,641.0,22232.0,
7016,2004,149655.0,24205.0,
7017,2020,108801.0,21061.0,
7061,2024,78967.0,23896.0,
7067,2018,79996.0,18434.0,
7145,2012,156063.0,29394.0,
7152,2021,80086.0,20179.0,
7216,2023,107749.0,19899.0,
7238,2014,143177.0,28059.0,
7254,2014,79146.0,27120.0,
7281,2011,149651.0,24679.0,
7354,2000,143043.0,17355.0,
7377,2013,73596.0,18283.0,
7403,2007,66959.0,29110.0,
7432,2020,119716.0,,1138.0
7433,2004,79402.0,,690.0
7453,2016,140247.0,26527.0,
7474,2017,35225.0,,175.0
7495,2022,151290.0,27794.0,
7499,2024,7867.0,21656.0,
7535,2016,143179.0,22054.0,
7547,2006,7848.0,22271.0,
7563,2021,107575.0,22890.0,
7566,2010,70410.0,16326.0,
7575,2010,35246.0,,1232.0
7576,2021,133128.0,,188.0
7582,2020,35483.0,29900.0,
7586,2023,322.0,23288.0,
7603,2003,144770.0,21521.0,
7609,2018,151106.0,27674.0,
7657,2018,80162.0,27236.0,
7674,2014,62968.0,27307.0,
7677,2018,78922.0,26713.0,
7700,2023,151316.0,19104.0,
7701,2011,156062.0,20617.0,
7719,2001,143359.0,24384.0,
7748,2008,79413.0,104.0,57.0
7752,2023,57435.0,20771.0,
7821,2012,78201.0,23906.0,
7822,2012,606.0,20224.0,
7826,2018,144414.0,16296.0,
7830,2017,144959.0,29189.0,
7914,2021,106430.0,25160.0,
7921,2017,80018.0,18657.0,
7925,2001,106072.0,25665.0,
7930,2009,79805.0,27737.0,
7937,2009,63353.0,22371.0,
7957,2016,66698.0,30072.0,
7975,2004,8088.0,19959.0,
7985,2001,108822.0,28923.0,
8022,2002,57416.0,23182.0,
8023,2001,62885.0,28384.0,
8024,2015,107986.0,27030.0,
8025,2020,106470.0,28193.0,
8027,2007,63171.0,22426.0,
8033,2004,119683.0,,1243.0
8054,2013,151167.0,18947.0,
8069,2016,78288.0,23629.0,
8125,2015,143282.0,18570.0,
8127,2020,80146.0,22535.0,
8148,2017,143416.0,17562.0,
8168,2025,6306.0,19628.0,
8185,2014,57615.0,30043.0,
8196,2008,149669.0,24916.0,
8211,2025,6363.0,22800.0,
8220,2018,78674.0,24451.0,
8316,2014,144514.0,25808.0,
8329,2011,7983.0,28709.0,
8331,2015,79182.0,29720.0,
8364,2020,35365.0,17048.0,
8367,2015,78751.0,24974.0,
8369,2014,107540.0,23633.0,
8370,2011,120286.0,22633.0,
8379,2008,140095.0,29685.0,
8399,2013,119772.0,,817.0
8403,2001,78980.0,24394.0,
8434,2009,144691.0,27708.0,
8435,2001,8373.0,20085.0,
8448,2018,7695.0,,1255.0
8456,2009,78920.0,22938.0,
8472,2013,57521.0,27238.0,
8489,2005,155525.0,17097.0,
8499,2002,120299.0,18363.0,
8506,2016,151150.0,29182.0,
8508,2012,79241.0,29514.0,
8512,2021,62632.0,27010.0,
8513,2022,,406.0,852.0
8548,2017,62781.0,16951.0,
8563,2021,392.0,28471.0,
8572,2025,140165.0,19831.0,
8604,2021,142990.0,17426.0,
8623,2017,140351.0,30046.0,
8658,2000,7827.0,23099.0,
8659,2004,57396.0,22600.0,
8664,2024,74205.0,27039.0,
8668,2004,108623.0,19193.0,
8676,2012,78125.0,23529.0,
8681,2025,62680.0,24312.0,
8690,2012,139952.0,29491.0,
8698,2020,80056.0,19429.0,
8736,2012,77917.0,24939.0,
8761,2012,144658.0,24676.0,
8806,2004,62975.0,18698.0,
8809,2021,35718.0,29836.0,
8846,2018,35379.0,25181.0,
8890,2017,133744.0,22221.0,
8896,2012,6410.0,29395.0,
8935,2004,143346.0,27303.0,
8942,2009,151622.0,27767.0,
8995,2006,35278.0,23133.0,
9016,2018,143366.0,23486.0,
9056,2008,70461.0,24372.0,
9104,2019,66523.0,28576.0,
9114,2023,201.0,22686.0,
9116,2016,108869.0,21762.0,
9126,2007,144764.0,26653.0,
9135,2021,108757.0,23772.0,
9145,2000,120353.0,26328.0,
9187,2004,151244.0,21271.0,
9195,2002,57102.0,26213.0,
9204,2011,106092.0,16726.0,
9211,2024,6659.0,18207.0,
9222,2018,107522.0,18075.0,
9277,2025,108518.0,16271.0,197.0
9317,2017,6539.0,17014.0,
9350,2018,143634.0,29265.0,
9357,2021,73648.0,25045.0,
9360,2021,62651.0,28315.0,
9364,2015,77839.0,17415.0,
9531,2008,107618.0,18035.0,
9543,2023,73.0,22183.0,
9557,2023,57032.0,28911.0,
9561,2009,79842.0,25563.0,
9578,2010,151353.0,20460.0,
9592,2007,149385.0,22247.0,
9596,2009,57244.0,18353.0,
9619,2005,57340.0,22577.0,
9671,2020,78923.0,20720.0,
9701,2023,155755.0,28858.0,
9712,2016,79076.0,24577.0,
9726,2020,63304.0,20383.0,
9783,2005,8020.0,28344.0,
9784,2010,6393.0,23477.0,
9802,2007,13.0,,728.0
9803,2002,35153.0,,1110.0
9805,2005,151347.0,19004.0,
9854,2003,35494.0,28781.0,
9886,2003,63459.0,29548.0,
9903,2020,57543.0,25021.0,
9929,2003,133349.0,20378.0,
9966,2011,144792.0,22338.0,
10016,2013,106084.0,26699.0,
10032,2012,120043.0,27975.0,
10089,2010,151103.0,17687.0,
10114,2003,35683.0,24501.0,
10133,2020,79232.0,28613.0,
10210,2002,144602.0,26625.0,
10235,2012,35663.0,26005.0,
10270,2004,57904.0,6906.0,
10276,2000,70435.0,23137.0,
10292,2000,78454.0,27891.0,
10320,2015,35794.0,24406.0,
10324,2022,35145.0,,969.0
10333,2019,539.0,27696.0,
10340,2020,108719.0,21585.0,
10373,2013,155759.0,20484.0,
10383,2019,105928.0,16215.0,
10391,2022,107776.0,19606.0,
10392,2007,109432.0,7591.0,
10402,2004,6717.0,24353.0,
10449,2005,143018.0,16573.0,
10450,2007,62905.0,25998.0,
10458,2004,73676.0,16377.0,
10530,2020,8215.0,25236.0,
10531,2024,631.0,21652.0,
10552,2006,78349.0,29846.0,
10559,2016,79720.0,17201.0,
10565,2011,489.0,28094.0,
10572,2018,6710.0,24246.0,
10588,2017,107523.0,21597.0,
10590,2021,35328.0,17390.0,
10591,2008,66560.0,24589.0,
10627,2015,63707.0,3734.0,
10720,2012,108578.0,28321.0,
10722,2019,119699.0,70.0,1062.0
10738,2024,144531.0,25877.0,
10773,2018,78058.0,18673.0,
10790,2007,155571.0,24651.0,
10802,2007,155874.0,24701.0,
10820,2016,63185.0,19515.0,
10827,2001,57042.0,23136.0,
10838,2010,7819.0,18987.0,
10863,2011,77827.0,17873.0,
10885,2009,107807.0,25538.0,
10902,2014,63586.0,27997.0,
10918,2004,66408.0,16892.0,
10923,2023,133316.0,23841.0,
10943,2023,144618.0,22848.0,
10949,2017,78285.0,24035.0,
10960,2005,109190.0,28517.0,
10965,2006,144820.0,28625.0,
10978,2012,57265.0,20578.0,
10995,2008,109011.0,28543.0,
11003,2022,62590.0,22913.0,
11012,2011,503.0,29881.0,
11032,2001,139824.0,18001.0,1192.0
11035,2000,133286.0,17149.0,
11067,2006,63183.0,17627.0,
11077,2008,35402.0,28286.0,
11080,2001,144791.0,17564.0,
11093,2002,151667.0,25759.0,
11098,2010,70817.0,27807.0,
11104,2022,107474.0,16187.0,
11108,2002,6860.0,22944.0,
11120,2014,77902.0,23306.0,
11136,2000,598.0,20096.0,
11144,2006,66591.0,21691.0,
11154,2008,143306.0,25175.0,
11155,2024,79022.0,26955.0,
11166,2006,408.0,22971.0,
11168,2009,57402.0,24378.0,
11185,2022,66898.0,27704.0,
11200,2010,149595.0,22784.0,
11223,2007,133506.0,25084.0,
11229,2021,109156.0,22574.0,
11241,2017,140317.0,25063.0,
11250,2012,133181.0,20441.0,
11260,2009,224.0,23905.0,
11279,2008,151071.0,16211.0,796.0
11311,2009,67008.0,22795.0,
11352,2009,143420.0,28640.0,
11367,2014,66387.0,16683.0,496.0
11371,2025,79597.0,19353.0,
11379,2020,6425.0,17321.0,
11410,2010,120482.0,28721.0,
11446,2014,149659.0,21515.0,
11535,2005,35450.0,24178.0,
11565,2016,155697.0,26249.0,
11567,2020,6406.0,24777.0,
11568,2016,143099.0,22270.0,
11580,2009,78818.0,20281.0,
11588,2000,149370.0,25256.0,
11589,2003,149348.0,16331.0,
11601,2004,105936.0,18027.0,
11622,2009,140062.0,16593.0,
11673,2003,120101.0,26814.0,
11677,2001,410.0,25712.0,
11711,2017,133531.0,25081.0,
11727,2020,106174.0,28449.0,
11774,2025,78690.0,28463.0,
11787,2006,38.0,18675.0,
11820,2004,120250.0,21670.0,
11840,2002,149466.0,18426.0,
11848,2005,62787.0,18941.0,
11873,2019,63638.0,28033.0,
11877,2014,35195.0,,978.0
11878,2013,133236.0,27613.0,
11881,2004,35769.0,18583.0,
11890,2017,6241.0,28982.0,
11891,2013,119765.0,,447.0
11898,2016,8158.0,19608.0,
11921,2016,66457.0,25835.0,
11925,2015,57077.0,20475.0,
11952,2025,133767.0,22757.0,
11954,2016,144459.0,28090.0,
11962,2023,106115.0,19477.0,
11970,2006,62623.0,29428.0,
11999,2013,149449.0,21679.0,
12006,2007,7617.0,,961.0
12035,2021,144909.0,25866.0,
12048,2018,35800.0,26292.0,
12053,2010,119972.0,26433.0,
12070,2021,149319.0,24446.0,
12081,2006,143427.0,18040.0,
12202,2006,143201.0,16488.0,
12208,2017,62817.0,24750.0,
12220,2011,144790.0,26720.0,
12223,2015,149330.0,16433.0,
12226,2007,78121.0,22428.0,
12264,2014,35136.0,68.0,1379.0
12298,2009,63295.0,29533.0,
12300,2018,79547.0,21311.0,
12419,2019,7857.0,19650.0,
12420,2004,149649.0,26404.0,
12470,2001,62686.0,24742.0,
12499,2023,6423.0,27156.0,
12524,2024,309.0,20125.0,
12525,2010,78257.0,22476.0,
12526,2008,35140.0,,949.0
12563,2004,63176.0,27972.0,
12572,2017,8353.0,27535.0,
12591,2012,107874.0,21978.0,
12593,2002,7829.0,25197.0,
12611,2002,207.0,20988.0,
12618,2002,108469.0,9834.0,
12636,2014,143398.0,25501.0,
12669,2006,140237.0,25828.0,
12672,2006,107606.0,28190.0,
12681,2017,62967.0,29860.0,
12705,2020,120119.0,28646.0,
12798,2008,35610.0,22699.0,
12810,2011,79548.0,27480.0,
12825,2006,6898.0,27992.0,
12847,2001,79978.0,26156.0,
12924,2007,6652.0,28883.0,
12968,2002,133608.0,18448.0,
13017,2019,62801.0,19231.0,
13040,2016,155603.0,18213.0,
13041,2007,79991.0,28658.0,
13044,2017,151099.0,17427.0,
13054,2025,108812.0,27717.0,
13095,2019,612.0,20614.0,
13096,2024,106356.0,23376.0,
13098,2005,143148.0,23694.0,
13104,2005,140054.0,18170.0,
13106,2012,7611.0,71.0,63.0
13140,2001,422.0,25995.0,
13164,2015,105901.0,,370.0
13165,2013,6613.0,24485.0,
13181,2024,108891.0,22903.0,
13194,2001,133492.0,24574.0,
13276,2017,151680.0,28746.0,
13291,2002,133566.0,17569.0,
13374,2019,57142.0,24946.0,
13375,2008,8038.0,20353.0,
13380,2008,108741.0,18168.0,
13400,2003,143289.0,30083.0,
13404,2015,149355.0,21419.0,
13458,2001,140400.0,21926.0,
13500,2011,79010.0,23000.0,
13533,2024,133329.0,29015.0,
13599,2023,6229.0,17005.0,
13610,2005,70493.0,24103.0,
13622,2023,155678.0,20596.0,
13712,2025,6268.0,21024.0,
13762,2001,78281.0,18433.0,
13803,2011,35376.0,25957.0,
13817,2012,108685.0,19103.0,
13821,2005,79504.0,377.0,275.0
13827,2003,35130.0,45.0,1050.0
13856,2025,144378.0,16687.0,
13871,2012,35741.0,22964.0,
13933,2005,7953.0,23194.0,
13936,2002,6777.0,25658.0,
13948,2013,35307.0,19530.0,
13957,2011,143382.0,24175.0,
13959,2007,143502.0,19418.0,
13967,2008,78164.0,24156.0,
13972,2012,149498.0,24943.0,
13977,2022,7998.0,26935.0,
13986,2021,8118.0,21182.0,
14056,2023,66511.0,23534.0,
14065,2008,79605.0,16831.0,
14096,2023,155717.0,26331.0,
14109,2001,78901.0,22407.0,
14118,2011,35709.0,26372.0,
14123,2005,120001.0,24748.0,
14124,2022,119793.0,402.0,10.0
14127,2007,106073.0,19851.0,
14151,2023,70823.0,29755.0,
14170,2011,120160.0,21808.0,
14186,2015,143497.0,25242.0,
14203,2017,106459.0,19841.0,
14205,2012,57097.0,25597.0,
14206,2022,139895.0,16439.0,
14306,2000,62659.0,24809.0,
14337,2009,62799.0,22764.0,
14340,2022,151430.0,19340.0,
14392,2018,120464.0,27454.0,
14406,2018,140155.0,17064.0,
14422,2020,78943.0,29125.0,
14492,2008,78191.0,20480.0,
14552,2002,120364.0,26875.0,
14566,2010,143629.0,28914.0,
14601,2006,57429.0,26051.0,
14611,2025,143087.0,18193.0,
14617,2024,151201.0,24907.0,
14630,2023,26.0,17436.0,
14640,2005,107507.0,22193.0,
14662,2022,149793.0,19622.0,
14671,2014,79024.0,25889.0,
14694,2007,73883.0,19469.0,
14716,2002,66664.0,19617.0,
14727,2025,70501.0,26674.0,
14732,2019,6283.0,16695.0,
14755,2018,80112.0,20963.0,
14762,2010,120480.0,28538.0,
14765,2008,73866.0,16990.0,
14779,2017,133206.0,23070.0,
14784,2008,77805.0,,450.0
14787,2016,79061.0,23230.0,
14808,2017,79463.0,,1037.0
14822,2002,106210.0,21388.0,
14823,2007,108909.0,24226.0,
14827,2002,151090.0,16886.0,
14833,2001,119879.0,21439.0,
14835,2013,144595.0,19259.0,
14839,2003,120054.0,19880.0,
14873,2004,143232.0,20514.0,
14887,2012,108930.0,23734.0,
14889,2007,133749.0,22319.0,
14897,2025,35527.0,19401.0,
14917,2025,6597.0,17220.0,
14919,2021,77804.0,,338.0
14925,2022,155621.0,16707.0,
14939,2018,139846.0,16916.0,
14969,2009,108645.0,21805.0,
14986,2014,149314.0,22834.0,
14993,2003,77820.0,27403.0,
14999,2008,143150.0,16403.0,
15025,2017,140194.0,25996.0,
15053,2005,6211.0,20169.0,
15059,2020,139814.0,16368.0,417.0
15101,2004,120370.0,30073.0,
15122,2011,155556.0,20716.0,
15124,2006,107772.0,22357.0,
15148,2013,120371.0,30104.0,
15159,2000,140197.0,21492.0,
15162,2007,151548.0,28882.0,
15167,2025,144809.0,22571.0,
15213,2016,6381.0,25846.0,
15218,2006,78343.0,19509.0,
15245,2014,106440.0,26649.0,
15246,2024,66947.0,28239.0,
15254,2005,151685.0,26391.0,
15269,2018,133496.0,24593.0,
15270,2019,70863.0,27684.0,
15299,2025,78245.0,17583.0,
15337,2015,35206.0,268.0,1300.0
15368,2018,57131.0,17073.0,
15384,2014,152140.0,9548.0,
15410,2000,79820.0,30125.0,
15414,2018,62954.0,23214.0,
15416,2005,57154.0,22248.0,
15423,2008,63017.0,,374.0
15427,2007,73838.0,24052.0,
15438,2009,103.0,16315.0,
15473,2014,57004.0,,524.0
15510,2024,143433.0,23465.0,
15577,2014,63521.0,26376.0,
15694,2002,66547.0,29528.0,
15715,2012,142951.0,16240.0,252.0
15719,2015,107573.0,18768.0,
15723,2013,6879.0,24920.0,
15738,2011,105934.0,19765.0,
15744,2009,7899.0,17841.0,
15753,2004,78573.0,25.0,331.0
15777,2013,155994.0,25029.0,
15803,2006,70459.0,22732.0,
15807,2002,7943.0,20661.0,
15914,2024,57588.0,25863.0,
15919,2024,66542.0,17605.0,
15935,2013,155545.0,21531.0,
15965,2002,62634.0,18352.0,
15971,2020,140355.0,27846.0,
15979,2012,79535.0,16875.0,
15985,2024,143462.0,24121.0,
16010,2006,151171.0,26738.0,
16015,2022,73949.0,21553.0,
16019,2011,6715.0,24347.0,
16032,2020,108037.0,20841.0,
16042,2025,149704.0,23557.0,
16048,2016,79545.0,16555.0,
16089,2005,66568.0,20610.0,
16119,2022,62589.0,25378.0,
16122,2000,66699.0,22179.0,
16127,2011,63372.0,23856.0,
16159,2006,156067.0,27340.0,
16160,2008,8280.0,28713.0,
16162,2021,8383.0,26160.0,
16175,2023,35399.0,22891.0,
16208,2017,79964.0,26764.0,
16213,2012,151137.0,17931.0,
16233,2018,63168.0,29162.0,
16302,2007,120052.0,26221.0,
16309,2018,62737.0,22449.0,
16313,2003,79395.0,,712.0
16325,2019,108990.0,22494.0,
16348,2011,156032.0,27851.0,
16350,2022,120255.0,24891.0,
16359,2013,62777.0,24951.0,
16385,2016,78845.0,18343.0,
16388,2001,6791.0,28534.0,
16446,2020,140350.0,25441.0,
16447,2011,66437.0,21307.0,
16464,2018,144590.0,18154.0,
16490,2021,107921.0,23357.0,
16508,2021,155819.0,19563.0,
16545,2007,133155.0,16891.0,
16546,2019,6654.0,25893.0,
16558,2005,155649.0,27261.0,
16583,2001,133429.0,16949.0,
16587,2016,144936.0,27648.0,
16601,2022,155681.0,25922.0,
16632,2001,58172.0,13208.0,
16648,2023,7650.0,,1006.0
16697,2012,79114.0,30127.0,
16698,2025,79501.0,,1222.0
16716,2010,151394.0,18616.0,
16756,2005,106352.0,25607.0,
16805,2010,62731.0,18772.0,
16838,2023,107872.0,22718.0,
16867,2024,6537.0,17012.0,
16881,2003,108094.0,24511.0,
16903,2007,57348.0,21184.0,
16905,2005,149605.0,21048.0,
16924,2003,144812.0,28171.0,
16935,2013,35771.0,27335.0,
16943,2009,8120.0,22520.0,
16963,2007,79667.0,18982.0,
16968,2025,70812.0,27288.0,
16970,2018,107603.0,17515.0,
17021,2023,195.0,29854.0,
17046,2020,66483.0,25279.0,
17057,2014,143601.0,23610.0,
