id,category
2683,Topwear
2687,Topwear
26921,Topwear
27098,Topwear
27202,Topwear
27208,Bottomwear
27227,Dress
27297,Topwear
27356,Topwear
27510,Innerwear
27514,Innerwear
27563,Topwear
27649,Topwear
27851,Topwear
27862,Topwear
27884,Topwear
27938,Bottomwear
27948,Innerwear
27978,Innerwear
27982,Innerwear
27997,Innerwear
28017,Innerwear
28120,Innerwear
28122,Innerwear
2837,Topwear
28452,Bottomwear
28468,Topwear
28509,Topwear
28523,Topwear
28563,Topwear
28620,Topwear
2865,Topwear
28693,Topwear
28884,Innerwear
28930,Topwear
29290,Topwear
29635,Topwear
29702,Topwear
2975,Topwear
2978,Topwear
30121,Topwear
30292,Topwear
30302,Topwear
30616,Bottomwear
30724,Topwear
30728,Topwear
30746,Topwear
3075,Topwear
30783,Topwear
30816,Bottomwear
30822,Bottomwear
30846,Topwear
30861,Topwear
30866,Topwear
30904,Bottomwear
30928,Bottomwear
30951,Topwear
31032,Bottomwear
31117,Topwear
31221,Bottomwear
31308,Topwear
31453,Topwear
31473,Bottomwear
31559,Bottomwear
3204,Topwear
32106,Innerwear
32235,Topwear
32385,Topwear
32395,Topwear
32401,Topwear
32433,Topwear
32435,Topwear
32438,Topwear
32593,Topwear
32621,Bottomwear
3276,Topwear
33027,Topwear
33171,Topwear
33179,Topwear
33185,Topwear
33206,Topwear
33209,Dress
33238,Topwear
33304,Topwear
3346,Topwear
33490,Topwear
33491,Topwear
3351,Topwear
33572,Topwear
33587,Topwear
33747,Topwear
33934,Topwear
33940,Topwear
33950,Topwear
34016,Topwear
34034,Topwear
34037,Topwear
34333,Topwear
34710,Topwear
34935,Topwear
35044,Topwear
3544,Topwear
35971,Topwear
35981,Topwear
35990,Dress
35998,Topwear
3601,Topwear
36216,Bottomwear
36317,Topwear
36319,Topwear
36320,Topwear
36499,Topwear
36577,Topwear
36719,Topwear
36724,Topwear
36726,Topwear
36750,Dress
3699,Topwear
37279,Topwear
37523,Topwear
37537,Socks
3754,Topwear
3764,Topwear
37784,Topwear
37800,Topwear
3789,Topwear
37916,Topwear
38284,Topwear
38572,Bottomwear
3865,Topwear
39169,Topwear
39180,Topwear
39185,Topwear
3919,Bottomwear
3926,Topwear
3947,Topwear
39831,Bottomwear
40118,Topwear
40144,Topwear
40146,Bottomwear
40260,Topwear
4038,Topwear
40388,Topwear
40575,Topwear
40582,Topwear
4059,Topwear
40626,Topwear
40630,Topwear
40978,Topwear
41134,Bottomwear
41307,Topwear
41313,Bottomwear
4189,Topwear
4190,Topwear
41967,Topwear
41975,Bottomwear
41999,Topwear
42165,Topwear
42212,Topwear
42234,Topwear
42247,Topwear
42518,Topwear
42656,Topwear
42662,Topwear
42678,Topwear
42682,Topwear
42820,Innerwear
43045,Bottomwear
43047,Topwear
4312,Topwear
4318,Topwear
43503,Topwear
43630,Topwear
43636,Topwear
4408,Topwear
44224,Topwear
44309,Bottomwear
4459,Topwear
44663,Bottomwear
44682,Dress
44690,Topwear
44702,Topwear
4540,Topwear
45627,Innerwear
45630,Innerwear
45652,Innerwear
45723,Topwear
45735,Topwear
45779,Topwear
45946,Topwear
45981,Topwear
46352,Topwear
46390,Bottomwear
47056,Bottomwear
4720,Topwear
4766,Topwear
4800,Topwear
4805,Topwear
48089,Topwear
4817,Topwear
48250,Topwear
4829,Bottomwear
48367,Topwear
48391,Bottomwear
48412,Topwear
4858,Topwear
4879,Topwear
4895,Topwear
49942,Topwear
49984,Innerwear
50011,Innerwear
50022,Bottomwear
50331,Topwear
50502,Innerwear
50682,Innerwear
50722,Dress
5092,Topwear
50978,Innerwear
51028,Innerwear
5115,Topwear
51369,Bottomwear
51428,Topwear
51508,Bottomwear
51835,Innerwear
52049,Topwear
52051,Topwear
52080,Topwear
5210,Topwear
52119,Topwear
52131,Dress
52164,Topwear
53538,Innerwear
53738,Bottomwear
53813,Topwear
53842,Topwear
54202,Topwear
54311,Innerwear
5432,Topwear
54334,Bottomwear
54485,Innerwear
54561,Topwear
54599,Topwear
54702,Topwear
54708,Topwear
54800,Bottomwear
54914,Topwear
54943,Topwear
5545,Topwear
5666,Topwear
56692,Topwear
57089,Bottomwear
57090,Bottomwear
57099,Bottomwear
57175,Topwear
57177,Topwear
57336,Innerwear
57365,Innerwear
57382,Innerwear
57403,Innerwear
57435,Topwear
5769,Topwear
57894,Bottomwear
5804,Bottomwear
5815,Topwear
58491,Bottomwear
58493,Dress
58740,Topwear
59073,Innerwear
59132,Topwear
59372,Topwear
59973,Dress
6039,Topwear
6116,Topwear
6252,Topwear
6294,Topwear
6485,Topwear
6607,Topwear
6791,Topwear
6861,Topwear
6873,Dress
6936,Topwear
6990,Topwear
7157,Topwear
7277,Topwear
7427,Topwear
7447,Topwear
7453,Topwear
7504,Topwear
7509,Topwear
7553,Bottomwear
7631,Bottomwear
7707,Bottomwear
7752,Topwear
7935,Bottomwear
8056,Topwear
8185,Topwear
8357,Topwear
8401,Topwear
8419,Topwear
8432,Topwear
8442,Topwear
8469,Topwear
8472,Topwear
8741,Topwear
8781,Topwear
8782,Topwear
8790,Topwear
8818,Topwear
8832,Topwear
8916,Topwear
9153,Topwear
9344,Topwear
9425,Topwear
9474,Topwear
9532,Topwear
9599,Topwear
9619,Topwear
9624,Topwear
9759,Topwear
9874,Topwear
9927,Topwear
9938,Topwear
10188,Topwear
10374,Topwear
10444,Topwear
10448,Topwear
10470,Topwear
10568,Topwear
10676,Topwear
10829,Topwear
11070,Topwear
11072,Topwear
11088,Topwear
11303,Bottomwear
11345,Bottomwear
11399,Topwear
11618,Topwear
11689,Topwear
11693,Topwear
11750,Topwear
12043,Topwear
12074,Topwear
12233,Topwear
12644,Topwear
12668,Topwear
12799,Topwear
12941,Topwear
13049,Topwear
13153,Topwear
13157,Topwear
13229,Bottomwear
13247,Bottomwear
13251,Bottomwear
13466,Topwear
13578,Topwear
13605,Innerwear
13706,Topwear
13790,Topwear
13857,Topwear
13867,Topwear
13928,Topwear
14048,Topwear
14084,Topwear
14098,Topwear
14106,Topwear
14287,Topwear
14528,Topwear
14531,Topwear
14541,Topwear
14697,Bottomwear
14727,Topwear
14737,Topwear
14738,Topwear
14749,Topwear
14786,Topwear
15005,Topwear
15020,Topwear
15029,Topwear
15079,Topwear
15099,Topwear
15160,Topwear
15168,Topwear
15179,Topwear
15197,Topwear
15210,Topwear
15351,Bottomwear
1539,Topwear
15575,Topwear
15588,Topwear
15615,Topwear
15620,Topwear
1563,Topwear
1567,Bottomwear
1569,Bottomwear
15766,Innerwear
15773,Innerwear
15779,Innerwear
15786,Innerwear
16019,Bottomwear
16206,Topwear
16314,Topwear
16345,Topwear
16419,Topwear
16549,Topwear
16615,Bottomwear
16719,Topwear
17158,Topwear
17178,Topwear
17496,Topwear
17536,Topwear
17564,Topwear
17577,Bottomwear
17612,Topwear
17726,Topwear
17862,Innerwear
18170,Topwear
18571,Topwear
18615,Topwear
18700,Innerwear
18737,Topwear
18893,Topwear
1891,Topwear
18925,Topwear
18942,Topwear
19058,Topwear
19077,Topwear
19098,Topwear
19151,Topwear
19340,Topwear
19357,Innerwear
19379,Innerwear
19410,Topwear
19489,Innerwear
19553,Topwear
19575,Topwear
19585,Topwear
19587,Topwear
19600,Topwear
19605,Topwear
19621,Topwear
19635,Topwear
19661,Topwear
19693,Topwear
1977,Bottomwear
19773,Bottomwear
19795,Topwear
19842,Topwear
20014,Topwear
20025,Topwear
20027,Topwear
20081,Innerwear
20112,Topwear
20263,Topwear
20368,Topwear
2045,Topwear
21155,Topwear
21405,Topwear
21627,Innerwear
2165,Topwear
21904,Topwear
21913,Topwear
22037,Topwear
2207,Topwear
2209,Topwear
22341,Topwear
22348,Topwear
2237,Topwear
22625,Topwear
22772,Topwear
22810,Topwear
23029,Topwear
2310,Topwear
23142,Topwear
23155,Topwear
23209,Topwear
23230,Topwear
23312,Topwear
24149,Topwear
24167,Topwear
24267,Topwear
24506,Topwear
24535,Topwear
24538,Topwear
24539,Topwear
24566,Topwear
2485,Topwear
24874,Topwear
24933,Topwear
25037,Bottomwear
25543,Topwear
25698,Topwear
2577,Topwear
25795,Bottomwear
25843,Topwear
25967,Topwear
2605,Topwear
26716,Topwear
2677,Topwear
26793,Topwear
26991,Bottomwear
27003,Bottomwear
27005,Bottomwear
27148,Topwear
27191,Topwear
27230,Bottomwear
27473,Innerwear
2749,Topwear
27856,Topwear
27907,Bottomwear
27913,Bottomwear
27983,Innerwear
28021,Innerwear
28034,Innerwear
28042,Innerwear
28123,Innerwear
28453,Bottomwear
28464,Bottomwear
28472,Topwear
28522,Bottomwear
28544,Bottomwear
28566,Topwear
28618,Topwear
28703,Topwear
28732,Topwear
28758,Topwear
28763,Topwear
28816,Bottomwear
28858,Topwear
28861,Topwear
28874,Topwear
28898,Innerwear
29050,Topwear
29167,Dress
29245,Topwear
29371,Topwear
2938,Topwear
29636,Topwear
29648,Topwear
29709,Topwear
2977,Topwear
29826,Topwear
30122,Topwear
30213,Topwear
30330,Topwear
30497,Innerwear
3054,Topwear
30550,Topwear
30608,Bottomwear
30615,Topwear
30624,Topwear
30727,Topwear
30734,Bottomwear
30749,Topwear
30782,Topwear
30807,Topwear
3082,Topwear
30835,Topwear
30923,Bottomwear
30941,Topwear
30943,Topwear
31057,Bottomwear
31101,Topwear
31116,Bottomwear
31180,Bottomwear
31280,Topwear
31291,Topwear
31316,Topwear
31450,Topwear
31454,Bottomwear
31468,Bottomwear
31593,Topwear
31636,Topwear
31696,Topwear
3210,Topwear
32207,Topwear
32217,Topwear
32245,Topwear
32253,Topwear
32439,Topwear
32462,Topwear
3282,Topwear
32912,Topwear
32962,Topwear
3322,Topwear
33253,Topwear
33283,Bottomwear
3352,Topwear
33751,Topwear
33993,Topwear
34056,Bottomwear
34112,Topwear
34211,Topwear
34224,Topwear
34235,Topwear
34253,Bottomwear
3429,Topwear
34322,Topwear
34358,Topwear
34365,Topwear
34381,Topwear
34393,Topwear
34445,Topwear
34614,Innerwear
34689,Topwear
3479,Topwear
34922,Topwear
35034,Bottomwear
35260,Topwear
35265,Topwear
3532,Topwear
35939,Bottomwear
35982,Topwear
36237,Topwear
36303,Topwear
36498,Topwear
36730,Topwear
3685,Topwear
3686,Topwear
37111,Bottomwear
37210,Topwear
37576,Socks
37633,Topwear
37757,Topwear
3786,Topwear
38343,Topwear
38479,Topwear
38948,Topwear
38950,Topwear
38953,Topwear
39128,Bottomwear
39132,Bottomwear
39167,Topwear
3931,Topwear
3932,Topwear
39424,Topwear
39449,Topwear
39457,Topwear
3954,Topwear
39722,Topwear
39726,Topwear
39733,Topwear
39760,Bottomwear
39786,Topwear
39810,Bottomwear
40067,Topwear
40070,Bottomwear
40125,Bottomwear
40138,Topwear
40261,Topwear
40275,Bottomwear
4034,Topwear
40395,Topwear
4051,Topwear
40605,Topwear
40621,Topwear
40636,Topwear
40924,Bottomwear
40990,Topwear
41002,Bottomwear
41152,Bottomwear
41154,Bottomwear
41309,Topwear
41696,Bottomwear
41756,Topwear
41890,Bottomwear
4195,Topwear
41961,Bottomwear
4222,Topwear
42397,Topwear
42428,Topwear
42547,Topwear
42559,Topwear
42672,Topwear
42808,Innerwear
43076,Bottomwear
43080,Topwear
43303,Dress
43308,Topwear
4331,Topwear
43499,Topwear
43664,Topwear
4419,Topwear
44219,Topwear
44581,Bottomwear
44708,Topwear
44829,Topwear
44831,Topwear
44870,Bottomwear
44874,Topwear
44896,Topwear
44900,Topwear
44905,Bottomwear
44910,Topwear
44911,Topwear
45094,Innerwear
45662,Innerwear
4581,Topwear
46391,Topwear
46393,Topwear
46895,Bottomwear
46906,Bottomwear
47053,Bottomwear
47266,Innerwear
47503,Innerwear
4752,Topwear
47525,Innerwear
4785,Bottomwear
4811,Topwear
48383,Bottomwear
48392,Bottomwear
48473,Dress
48519,Topwear
4901,Topwear
4918,Topwear
4927,Topwear
49647,Dress
49769,Topwear
49972,Innerwear
50019,Bottomwear
50029,Innerwear
50038,Innerwear
50194,Topwear
50338,Topwear
50356,Topwear
50382,Bottomwear
50383,Bottomwear
50475,Innerwear
50478,Innerwear
50481,Innerwear
50499,Innerwear
50536,Innerwear
50676,Innerwear
50683,Innerwear
5083,Topwear
51004,Innerwear
51008,Innerwear
51013,Innerwear
51333,Topwear
51359,Bottomwear
51430,Topwear
51476,Bottomwear
51498,Bottomwear
51503,Bottomwear
51603,Bottomwear
52130,Dress
53126,Topwear
53303,Topwear
53489,Innerwear
53819,Topwear
54146,Topwear
5451,Bottomwear
54556,Topwear
54609,Innerwear
54613,Innerwear
54695,Topwear
54946,Topwear
54990,Dress
5543,Topwear
5560,Topwear
56274,Innerwear
56704,Topwear
57091,Bottomwear
57114,Topwear
57183,Topwear
57311,Innerwear
57399,Innerwear
57423,Topwear
5766,Bottomwear
5767,Topwear
57922,Bottomwear
57983,Topwear
58006,Topwear
5805,Topwear
58213,Bottomwear
58505,Dress
58576,Topwear
5860,Topwear
58667,Topwear
58672,Topwear
58729,Topwear
58741,Topwear
59096,Innerwear
59103,Topwear
5964,Topwear
59695,Innerwear
59698,Innerwear
59719,Innerwear
59725,Innerwear
5974,Topwear
59750,Innerwear
59892,Topwear
59977,Dress
5998,Topwear
6031,Topwear
6099,Topwear
6118,Topwear
6168,Topwear
6207,Topwear
6229,Topwear
6241,Topwear
6277,Topwear
6478,Topwear
6504,Topwear
6543,Topwear
6584,Topwear
6693,Topwear
6757,Topwear
6929,Topwear
6941,Topwear
6977,Bottomwear
6979,Topwear
6996,Topwear
7025,Topwear
7539,Topwear
7552,Topwear
7571,Topwear
7642,Topwear
7769,Topwear
7911,Topwear
7928,Topwear
7959,Topwear
8351,Topwear
8402,Topwear
8420,Topwear
8459,Topwear
8588,Topwear
9157,Topwear
9270,Topwear
9452,Topwear
9533,Topwear
9637,Topwear
9640,Topwear
9662,Topwear
9968,Topwear
