ID,uri
5,gs://bq-mm-benchmark-mmqa-images/0c8a48899c5f913bb52cc3eff1c00001.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c1b0c8af593a2c8144d46d83369ddd0.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ac83693b42f451f27c992a887c38887.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c05af0967ed64f36eb5d49be055f21f.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e9f367d2b47ecf9a9505bf9a7856bef.jpg
11,gs://bq-mm-benchmark-mmqa-images/0b896bf6648d7daabfed0f5ea523139a.jpg
6,gs://bq-mm-benchmark-mmqa-images/0dd1e204dee106509d29927739e8379c.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b43e3ebfda3d6f8eec8b157ca1498c3.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ce1a7a4ce9f000bf9f4cba5a6aeebd3.jpg
6,gs://bq-mm-benchmark-mmqa-images/0bc873c69b07977717fcb4a08da5cc57.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a3bf2c032e79a50990a5b681becbf4e.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bea7385faf531b75fbd36e7769ee8ea.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c89902ca9bcb707f7987f67d878e6e9.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b94245596940d1ab44df4bf05ce6e42.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cffe4ead12e55633eb71f4e0781e902.jpg
4,gs://bq-mm-benchmark-mmqa-images/0c40c902d12029635fb05ef55769fad4.jpg
1,gs://bq-mm-benchmark-mmqa-images/0b5a5f9dc161b57984f70c400fa7acbd.jpg
5,gs://bq-mm-benchmark-mmqa-images/0aac730e290dc557b97388d8513361de.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cf323119b1b7512f7dabcbd5dc28875.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b76db9d4aa9905862fe4cc4dddc03c3.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a408d1fa77bd80284d7056dc79a8721.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ad33f85dff5c600cf646889f951c554.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ceb4f8b45492cb830d8f2643254e7d5.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b60dceccc1689e61a6a828c50c2d323.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d5cb7c2bfea543ba3b971261cd9a207.jpg
1,gs://bq-mm-benchmark-mmqa-images/0cc7f8ff4288b0ae23bcdec0c1dc4f9c.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a354ddd615f58f2fdcc4805b0c20f38.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c8eb9cd33e9447edabf369bf0609f04.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cb9414197494feedcd71b646c8c84cb.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c21c34914735826da603a2cfc57eb43.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cb9414197494feedcd71b646c8c84cb.jpg
5,gs://bq-mm-benchmark-mmqa-images/00bf7c082b16e464e366675e8e5d1f52.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c029068d30adeaa0ebdde16d765e7df.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c141eb84b21daae6c6062bda51fd80d.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c2da2a740161136aaf915beb6c19106.jpg
5,gs://bq-mm-benchmark-mmqa-images/0db748148ad450ca06977751d2636dbd.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a7ad8727ebeccfc16a44c9b68d4d30e.jpg
1,gs://bq-mm-benchmark-mmqa-images/0baf082bb3699a67be381be964a0215c.jpg
1,gs://bq-mm-benchmark-mmqa-images/0dd82dd6dec70831338aff8f5187449c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a3f01280b2731cbb5b6ae0d11070cca.jpg
11,gs://bq-mm-benchmark-mmqa-images/00a42b856e481580689927e49a29a0f8.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cb7529e3db48a6c8dc92c0eb6dfd8d0.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c29b0246a7d1edbfd1904c9aedf5e31.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c29b0246a7d1edbfd1904c9aedf5e31.jpg
5,gs://bq-mm-benchmark-mmqa-images/0dc8667808e511ec3d525aff0e221b93.jpg
4,gs://bq-mm-benchmark-mmqa-images/00e045cfe25f58c8ccc98fb93bde189d.jpg
1,gs://bq-mm-benchmark-mmqa-images/0b896bf6648d7daabfed0f5ea523139a.jpg
5,gs://bq-mm-benchmark-mmqa-images/0abd8acc88d0ce0e5aad6a3be960e847.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d9f69db877e52ae3e265c9ca9e47c78.jpg
4,gs://bq-mm-benchmark-mmqa-images/0e58fcf9c1e7d0059281c148efceb025.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ad759e107767f364298a11cf6ab33ed.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a3bf2c032e79a50990a5b681becbf4e.jpg
6,gs://bq-mm-benchmark-mmqa-images/0af4bb1902694e26edad95fa9709076b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0dc4e5b3dc8cf6bb7af2b7220daef9dd.jpg
5,gs://bq-mm-benchmark-mmqa-images/0af4bb1902694e26edad95fa9709076b.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a3fde4c90a026601b255516dc13f4e9.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c89902ca9bcb707f7987f67d878e6e9.jpg
4,gs://bq-mm-benchmark-mmqa-images/0b4b3fa98627daa78c49b8b6655c5df7.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d2dae48dc048cad3d0e9a1abc603832.jpg
6,gs://bq-mm-benchmark-mmqa-images/0aac730e290dc557b97388d8513361de.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e66cb300f849e0dad3c670aa61309df.jpg
4,gs://bq-mm-benchmark-mmqa-images/0cb39d184f28c33fc8847b114fb8247e.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ad77ac5d701e780b3d080eb8f378573.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d15a48e5df64cc43b813254e17fe5df.jpg
5,gs://bq-mm-benchmark-mmqa-images/0dc07010ede407cb2bb04f720d419590.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cca0ecd883bab2c353f8ba52219f68b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0aa3794a64a4e5a965406bf7eec17f23.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a720424d8dd3acf1f542ad33c63741b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cfd65a6d9a5d68ff8a8ae90a82ec189.jpg
1,gs://bq-mm-benchmark-mmqa-images/0b256915936f8a7be8fbd9292104763b.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e235fbbbed4e5d19b51f8fd91e027a4.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e42460f616dfc8c7d36bec178071724.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cc7c21ed8795f3412159181f0e91bbc.jpg
11,gs://bq-mm-benchmark-mmqa-images/0cc7f8ff4288b0ae23bcdec0c1dc4f9c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cc7f8ff4288b0ae23bcdec0c1dc4f9c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b94119008d5529a7afe0bf6d6a4c5fa.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c9b4d169ebf6db45752c66ad16f568c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d3d7fa68923cd1fc989b3ff599d343e.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ce0118fe47390092da1e8137d804ccf.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b431ec7e90f941507ef7badcefa6f77.jpg
6,gs://bq-mm-benchmark-mmqa-images/0df27fb5314dd4abea0495ab1fd80afa.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c029068d30adeaa0ebdde16d765e7df.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d1bfdfd7ba8dcd9dc022e2060abffac.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c89ca3bb811f418c54ced12ba79dbea.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d072f0ef5e83355ebb95e1057be2c3c.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d072f0ef5e83355ebb95e1057be2c3c.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d072f0ef5e83355ebb95e1057be2c3c.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bd7c1d51ec7d3ea3553827709810752.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d4a9de9497f50ca68f84fa967b41fb2.jpg
4,gs://bq-mm-benchmark-mmqa-images/0b63d00302bd0b644cdfbdd0fdb48101.jpg
6,gs://bq-mm-benchmark-mmqa-images/000be905aa647e2aca193a74296e2679.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a9a20c1ee2a00eb504b22ef77b6dd31.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bc873c69b07977717fcb4a08da5cc57.jpg
1,gs://bq-mm-benchmark-mmqa-images/0cfcfa60fdfb08ecaa9175bd4e2d24fd.jpg
1,gs://bq-mm-benchmark-mmqa-images/0df5cc80bcd2a27b91224d658ad3a7b5.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a80ba8f5fab80388fcada37bd24fdcf.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a059b906f295c40940cbc813c7da3bc.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a5fbce86271940e79b6b662271c88bc.jpg
5,gs://bq-mm-benchmark-mmqa-images/00b03d91360bbe23db5c83ad2f0e4c93.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cbe3a7d497c97c9877faa395df6b64c.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d4e2955959ed0404bf8d869c66f85d9.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a2c3d9697a848dec1f0fc055990d657.jpg
6,gs://bq-mm-benchmark-mmqa-images/0bba79d4eec60537f1abb64c624e8341.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e4920c18faa47c6ba880da4561d9338.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cc818bb12c8d17495d9d97c3bbbb0c3.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e66cb300f849e0dad3c670aa61309df.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cc7e29a24494314ab6b87cab278dd26.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ad77ac5d701e780b3d080eb8f378573.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d15be50eb306d789fc36bf383773f29.jpg
4,gs://bq-mm-benchmark-mmqa-images/0c0d07c53688b008e74d643157b76c57.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e235fbbbed4e5d19b51f8fd91e027a4.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a185b6389ce9219c35af51be1b2af0b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c21c34914735826da603a2cfc57eb43.jpg
11,gs://bq-mm-benchmark-mmqa-images/0b55273d088b39238c69219f0957bb2d.jpg
6,gs://bq-mm-benchmark-mmqa-images/0baca2a1327078b6bce3855e9b6552ea.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ce0118fe47390092da1e8137d804ccf.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bc527e953c7536759416dc1efc9bd3d.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c2da2a740161136aaf915beb6c19106.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e2952ac37cfbcab72865fb04c4301f3.jpg
5,gs://bq-mm-benchmark-mmqa-images/0dace3c09e03f47efc4d0d6808b75a41.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d4585e17a8eee54a86e755fda476f0f.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d31d9a16dd1ac273787f71433656b07.jpg
11,gs://bq-mm-benchmark-mmqa-images/00d6278041ebd15acda0882da2012ff9.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a8323480f0ef71d2096efacd8ca1742.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b83f7a9ceea681da03f8fd68ad8ec11.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d4a9de9497f50ca68f84fa967b41fb2.jpg
6,gs://bq-mm-benchmark-mmqa-images/0dc8667808e511ec3d525aff0e221b93.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ba86aea4eb0e6ca527120a78d2935f9.jpg
6,gs://bq-mm-benchmark-mmqa-images/0aac2f7b9171a772b41f5a5ce44a9f0b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d7ba799e52bcfdead9a7831b84eb1ce.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d7ba799e52bcfdead9a7831b84eb1ce.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d0dd3ccfb9709cd069584f463d89a59.jpg
6,gs://bq-mm-benchmark-mmqa-images/0bedde694a0d9987f2b030d6cc0deb96.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cecfc06290f3deeaa23a736a6b87499.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ad759e107767f364298a11cf6ab33ed.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ba3594652e6b91ab9ed7ca0ce5c897e.jpg
1,gs://bq-mm-benchmark-mmqa-images/0dc4e5b3dc8cf6bb7af2b7220daef9dd.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c0fbc00f99235ec607b16e17f10979f.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c89902ca9bcb707f7987f67d878e6e9.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ba22c5e934592d718f1ff9087bf6161.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e449b305012d34296eb016823d4cc9c.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d2dae48dc048cad3d0e9a1abc603832.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a16c5cfc94d596627c05f152d2c1122.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c7000dc04ab0053cffedab9faec2851.jpg
1,gs://bq-mm-benchmark-mmqa-images/0ae33ebeef3b42eb5d00d948a54e08d7.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ab56f386b554dce53edc6004fa8b0e0.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b76db9d4aa9905862fe4cc4dddc03c3.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cfd65a6d9a5d68ff8a8ae90a82ec189.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d5cb7c2bfea543ba3b971261cd9a207.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a6ab6bb33d4679c7acec25b2a7a1860.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e55b397c7770893544eb92ddc680b23.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cc7f8ff4288b0ae23bcdec0c1dc4f9c.jpg
4,gs://bq-mm-benchmark-mmqa-images/0e0d34c13524fbc6fa5d259216db6cab.jpg
11,gs://bq-mm-benchmark-mmqa-images/0ccd87a014ac8233a1153ce324e0dd2f.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c799fb88d645302e363c03b68a608ce.jpg
11,gs://bq-mm-benchmark-mmqa-images/0bc527e953c7536759416dc1efc9bd3d.jpg
5,gs://bq-mm-benchmark-mmqa-images/0caf5d289498683b81aa216ee99c251e.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e5d8b7d8e669f374b06ed13a250e741.jpg
6,gs://bq-mm-benchmark-mmqa-images/00c48ead0159eed24b04c95f296500c0.jpg
6,gs://bq-mm-benchmark-mmqa-images/0bde841982a552b2955a0c287f25522b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0dace3c09e03f47efc4d0d6808b75a41.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a3f01280b2731cbb5b6ae0d11070cca.jpg
4,gs://bq-mm-benchmark-mmqa-images/0ccaf0c21cfbe06b11e50c8e47317213.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a3f01280b2731cbb5b6ae0d11070cca.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
6,gs://bq-mm-benchmark-mmqa-images/00e8f3a4b1d262b7571b7773a7d048bd.jpg
11,gs://bq-mm-benchmark-mmqa-images/0cf5636ed39f1af90dc53df7ea6ffe5b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c8a48899c5f913bb52cc3eff1c00001.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bf05d7a378af512d70d1e819ff7d1db.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e9f367d2b47ecf9a9505bf9a7856bef.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d62d5f40e1614290473e4f5b84aa75a.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d62d5f40e1614290473e4f5b84aa75a.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cecfc06290f3deeaa23a736a6b87499.jpg
5,gs://bq-mm-benchmark-mmqa-images/000be905aa647e2aca193a74296e2679.jpg
5,gs://bq-mm-benchmark-mmqa-images/0aefcc32e7b242826c6ce057ddfe99b1.jpg
5,gs://bq-mm-benchmark-mmqa-images/0dc4e5b3dc8cf6bb7af2b7220daef9dd.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a3fde4c90a026601b255516dc13f4e9.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b94245596940d1ab44df4bf05ce6e42.jpg
1,gs://bq-mm-benchmark-mmqa-images/0caf09a1166b2aae07b4d0f67568c404.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e449b305012d34296eb016823d4cc9c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bba79d4eec60537f1abb64c624e8341.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b4b3fa98627daa78c49b8b6655c5df7.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d2dae48dc048cad3d0e9a1abc603832.jpg
6,gs://bq-mm-benchmark-mmqa-images/0bfb08172cef05fb6344015bde07cbd4.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cc7e29a24494314ab6b87cab278dd26.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cb39d184f28c33fc8847b114fb8247e.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a720424d8dd3acf1f542ad33c63741b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ceb4f8b45492cb830d8f2643254e7d5.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e42460f616dfc8c7d36bec178071724.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e3bd1f5e63abf955b3f902bdc0add68.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e16ef2fccef0760ef3f920221cb2e67.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e3bd1f5e63abf955b3f902bdc0add68.jpg
1,gs://bq-mm-benchmark-mmqa-images/0b55273d088b39238c69219f0957bb2d.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c799fb88d645302e363c03b68a608ce.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d42ac69d1bfb255f2b7ddbd7b3879b6.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e33da3b0ad36e3ab3bfe35feeb3a5ac.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d030ee12e34ac380019e62839eab8fd.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ba7288a0afb2913dc61841b160157a6.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e9f367d2b47ecf9a9505bf9a7856bef.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c078d3517c917ac586f1d79f0f7575c.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c8002e7c5a5d58d1d8154a8e91ca19c.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c4b3b5ed365d7f86df86e93e10f4468.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b43e3ebfda3d6f8eec8b157ca1498c3.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d9f69db877e52ae3e265c9ca9e47c78.jpg
11,gs://bq-mm-benchmark-mmqa-images/0cfcfa60fdfb08ecaa9175bd4e2d24fd.jpg
11,gs://bq-mm-benchmark-mmqa-images/0df5cc80bcd2a27b91224d658ad3a7b5.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e0a6b5e3da8c0674a7080eaee67b128.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d2e09edf3ab74cad451615214b94d6d.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c89900e72bcb8c956a97c6d7dc3b5f2.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cbe3a7d497c97c9877faa395df6b64c.jpg
1,gs://bq-mm-benchmark-mmqa-images/0ba8b7b06d1fa37dac75532ccc245558.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d4e2955959ed0404bf8d869c66f85d9.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d8b82c37d0589c35d023de04cef5d40.jpg
4,gs://bq-mm-benchmark-mmqa-images/0e818f121b8da3af509569acdc5e9b47.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cb5e772ffd753bd3df08aa157692540.jpg
4,gs://bq-mm-benchmark-mmqa-images/0b3364e0308c1a7de710b006c7fd6102.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a16c5cfc94d596627c05f152d2c1122.jpg
4,gs://bq-mm-benchmark-mmqa-images/0c8a85252ffaa7f8db98e91b7f1bbe9b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cb39d184f28c33fc8847b114fb8247e.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bfb08172cef05fb6344015bde07cbd4.jpg
5,gs://bq-mm-benchmark-mmqa-images/0aa3794a64a4e5a965406bf7eec17f23.jpg
11,gs://bq-mm-benchmark-mmqa-images/0bf989d357c6994ddaa58b3bf3b9027b.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bf8dc8a2ea59458ce518928642251a6.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a6ab6bb33d4679c7acec25b2a7a1860.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e372ef850391ab72ed5ae8bdedc90bb.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b1eaf0cadce1b185f1c1e179b406eef.jpg
1,gs://bq-mm-benchmark-mmqa-images/0ccd87a014ac8233a1153ce324e0dd2f.jpg
