id,category
36393,Reid & Taylor
44274,Hidekraft
2396,Red Tape
36414,Spinn
6453,Lotto
15754,Facit
59081,Peri Peri
48822,Lucera
48675,Lucera
49054,Lucera
55424,Revlon
14476,Enroute
45331,Cobblerz
18541,Catwalk
18551,Catwalk
57622,Lotus Herbals
10579,Puma
2479,Puma
8910,Puma
45164,CASIO
39080,Arrow Sport
59435,Arrow
5314,Reebok
23874,ADIDAS
5912,ADIDAS
34835,ADIDAS
11719,Lee
15255,ADIDAS
43913,Femella
22575,Highlander
17542,Mark Taylor
9259,Mark Taylor
24169,Aurelia
37901,Proline
10490,Flying Machine
6271,UCB
3656,Fila
4993,Fila
43543,Scullers
32502,Scullers
9646,Indigo Nation
17846,Nike
